,Review_ID,Rating_Submit_Dt,Words
267,R268,2021-09-01T00:00:00.000Z,mini
267,R268,2021-09-01T00:00:00.000Z,size
267,R268,2021-09-01T00:00:00.000Z,mask
267,R268,2021-09-01T00:00:00.000Z,quality
267,R268,2021-09-01T00:00:00.000Z,wise
267,R268,2021-09-01T00:00:00.000Z,find
267,R268,2021-09-01T00:00:00.000Z,something
267,R268,2021-09-01T00:00:00.000Z,else
268,R269,2021-09-01T00:00:00.000Z,nice
268,R269,2021-09-01T00:00:00.000Z,thick
268,R269,2021-09-01T00:00:00.000Z,mask
268,R269,2021-09-01T00:00:00.000Z,leaves
268,R269,2021-09-01T00:00:00.000Z,hair
268,R269,2021-09-01T00:00:00.000Z,moisturized
268,R269,2021-09-01T00:00:00.000Z,smooth
268,R269,2021-09-01T00:00:00.000Z,jar
268,R269,2021-09-01T00:00:00.000Z,lasts
268,R269,2021-09-01T00:00:00.000Z,long
268,R269,2021-09-01T00:00:00.000Z,time
268,R269,2021-09-01T00:00:00.000Z,great
268,R269,2021-09-01T00:00:00.000Z,smell
269,R270,2021-09-01T00:00:00.000Z,recommend
269,R270,2021-09-01T00:00:00.000Z,literally
269,R270,2021-09-01T00:00:00.000Z,anyone
269,R270,2021-09-01T00:00:00.000Z,whos
269,R270,2021-09-01T00:00:00.000Z,hair
269,R270,2021-09-01T00:00:00.000Z,looking
269,R270,2021-09-01T00:00:00.000Z,little
269,R270,2021-09-01T00:00:00.000Z,dry
269,R270,2021-09-01T00:00:00.000Z,lifeless
269,R270,2021-09-01T00:00:00.000Z,adds
269,R270,2021-09-01T00:00:00.000Z,much
269,R270,2021-09-01T00:00:00.000Z,moisture
269,R270,2021-09-01T00:00:00.000Z,hair
269,R270,2021-09-01T00:00:00.000Z,without
269,R270,2021-09-01T00:00:00.000Z,getting
269,R270,2021-09-01T00:00:00.000Z,greasy
269,R270,2021-09-01T00:00:00.000Z,root
269,R270,2021-09-01T00:00:00.000Z,détranglés
269,R270,2021-09-01T00:00:00.000Z,like
269,R270,2021-09-01T00:00:00.000Z,dream
269,R270,2021-09-01T00:00:00.000Z,would
269,R270,2021-09-01T00:00:00.000Z,recommend
269,R270,2021-09-01T00:00:00.000Z,anyone
269,R270,2021-09-01T00:00:00.000Z,needing
269,R270,2021-09-01T00:00:00.000Z,good
269,R270,2021-09-01T00:00:00.000Z,hair
269,R270,2021-09-01T00:00:00.000Z,mask
270,R271,2021-08-26T00:00:00.000Z,great
270,R271,2021-08-26T00:00:00.000Z,makes
270,R271,2021-08-26T00:00:00.000Z,hair
270,R271,2021-08-26T00:00:00.000Z,feel
270,R271,2021-08-26T00:00:00.000Z,hydrated
270,R271,2021-08-26T00:00:00.000Z,smells
270,R271,2021-08-26T00:00:00.000Z,amazinnnngggggg
270,R271,2021-08-26T00:00:00.000Z,also
270,R271,2021-08-26T00:00:00.000Z,super
270,R271,2021-08-26T00:00:00.000Z,lightweight
270,R271,2021-08-26T00:00:00.000Z,good
270,R271,2021-08-26T00:00:00.000Z,love
271,R272,2021-08-26T00:00:00.000Z,one
271,R272,2021-08-26T00:00:00.000Z,use
271,R272,2021-08-26T00:00:00.000Z,hair
271,R272,2021-08-26T00:00:00.000Z,much
271,R272,2021-08-26T00:00:00.000Z,softer
271,R272,2021-08-26T00:00:00.000Z,shinier
271,R272,2021-08-26T00:00:00.000Z,use
271,R272,2021-08-26T00:00:00.000Z,place
271,R272,2021-08-26T00:00:00.000Z,conditioner
271,R272,2021-08-26T00:00:00.000Z,every
271,R272,2021-08-26T00:00:00.000Z,week
271,R272,2021-08-26T00:00:00.000Z,good
271,R272,2021-08-26T00:00:00.000Z,would
271,R272,2021-08-26T00:00:00.000Z,definitely
271,R272,2021-08-26T00:00:00.000Z,recommend
272,R273,2021-08-26T00:00:00.000Z,first
272,R273,2021-08-26T00:00:00.000Z,review
272,R273,2021-08-26T00:00:00.000Z,ever
272,R273,2021-08-26T00:00:00.000Z,always
272,R273,2021-08-26T00:00:00.000Z,purchase
272,R273,2021-08-26T00:00:00.000Z,hair
272,R273,2021-08-26T00:00:00.000Z,products
272,R273,2021-08-26T00:00:00.000Z,professional
272,R273,2021-08-26T00:00:00.000Z,vendors
272,R273,2021-08-26T00:00:00.000Z,cosmetology
272,R273,2021-08-26T00:00:00.000Z,license
272,R273,2021-08-26T00:00:00.000Z,although
272,R273,2021-08-26T00:00:00.000Z,grabbed
272,R273,2021-08-26T00:00:00.000Z,ulta
272,R273,2021-08-26T00:00:00.000Z,shopping
272,R273,2021-08-26T00:00:00.000Z,amazing
272,R273,2021-08-26T00:00:00.000Z,dry
272,R273,2021-08-26T00:00:00.000Z,bleached
272,R273,2021-08-26T00:00:00.000Z,blonde
272,R273,2021-08-26T00:00:00.000Z,hair
272,R273,2021-08-26T00:00:00.000Z,made
272,R273,2021-08-26T00:00:00.000Z,soft
272,R273,2021-08-26T00:00:00.000Z,smooth
272,R273,2021-08-26T00:00:00.000Z,addition
272,R273,2021-08-26T00:00:00.000Z,perfect
272,R273,2021-08-26T00:00:00.000Z,shine
272,R273,2021-08-26T00:00:00.000Z,shower
272,R273,2021-08-26T00:00:00.000Z,keep
272,R273,2021-08-26T00:00:00.000Z,good
272,R273,2021-08-26T00:00:00.000Z,minutes
272,R273,2021-08-26T00:00:00.000Z,wash
272,R273,2021-08-26T00:00:00.000Z,body
272,R273,2021-08-26T00:00:00.000Z,shave
272,R273,2021-08-26T00:00:00.000Z,purchased
272,R273,2021-08-26T00:00:00.000Z,time
272,R273,2021-08-26T00:00:00.000Z,buying
273,R274,2021-08-26T00:00:00.000Z,product
273,R274,2021-08-26T00:00:00.000Z,great
273,R274,2021-08-26T00:00:00.000Z,heard
273,R274,2021-08-26T00:00:00.000Z,great
273,R274,2021-08-26T00:00:00.000Z,things
273,R274,2021-08-26T00:00:00.000Z,thought
273,R274,2021-08-26T00:00:00.000Z,would
273,R274,2021-08-26T00:00:00.000Z,give
273,R274,2021-08-26T00:00:00.000Z,try
273,R274,2021-08-26T00:00:00.000Z,fell
273,R274,2021-08-26T00:00:00.000Z,love
273,R274,2021-08-26T00:00:00.000Z,leaves
273,R274,2021-08-26T00:00:00.000Z,hair
273,R274,2021-08-26T00:00:00.000Z,feeling
273,R274,2021-08-26T00:00:00.000Z,soft
273,R274,2021-08-26T00:00:00.000Z,healthy
273,R274,2021-08-26T00:00:00.000Z,moisturized
273,R274,2021-08-26T00:00:00.000Z,highly
273,R274,2021-08-26T00:00:00.000Z,recommend
274,R275,2021-08-26T00:00:00.000Z,gone
274,R275,2021-08-26T00:00:00.000Z,jars
274,R275,2021-08-26T00:00:00.000Z,product
274,R275,2021-08-26T00:00:00.000Z,using
274,R275,2021-08-26T00:00:00.000Z,times
274,R275,2021-08-26T00:00:00.000Z,week
274,R275,2021-08-26T00:00:00.000Z,thick
274,R275,2021-08-26T00:00:00.000Z,bleached
274,R275,2021-08-26T00:00:00.000Z,hair
274,R275,2021-08-26T00:00:00.000Z,love
274,R275,2021-08-26T00:00:00.000Z,smell
274,R275,2021-08-26T00:00:00.000Z,feel
274,R275,2021-08-26T00:00:00.000Z,works
274,R275,2021-08-26T00:00:00.000Z,night
274,R275,2021-08-26T00:00:00.000Z,use
274,R275,2021-08-26T00:00:00.000Z,next
274,R275,2021-08-26T00:00:00.000Z,day
274,R275,2021-08-26T00:00:00.000Z,already
274,R275,2021-08-26T00:00:00.000Z,back
274,R275,2021-08-26T00:00:00.000Z,dry
274,R275,2021-08-26T00:00:00.000Z,hair
274,R275,2021-08-26T00:00:00.000Z,youre
274,R275,2021-08-26T00:00:00.000Z,trying
274,R275,2021-08-26T00:00:00.000Z,save
274,R275,2021-08-26T00:00:00.000Z,sure
274,R275,2021-08-26T00:00:00.000Z,worth
274,R275,2021-08-26T00:00:00.000Z,money
274,R275,2021-08-26T00:00:00.000Z,point
274,R275,2021-08-26T00:00:00.000Z,love
274,R275,2021-08-26T00:00:00.000Z,avocado
274,R275,2021-08-26T00:00:00.000Z,mask
274,R275,2021-08-26T00:00:00.000Z,though
275,R276,2021-08-26T00:00:00.000Z,honestly
275,R276,2021-08-26T00:00:00.000Z,started
275,R276,2021-08-26T00:00:00.000Z,using
275,R276,2021-08-26T00:00:00.000Z,actually
275,R276,2021-08-26T00:00:00.000Z,used
275,R276,2021-08-26T00:00:00.000Z,conditioner
275,R276,2021-08-26T00:00:00.000Z,says
275,R276,2021-08-26T00:00:00.000Z,keeps
275,R276,2021-08-26T00:00:00.000Z,hair
275,R276,2021-08-26T00:00:00.000Z,smooth
275,R276,2021-08-26T00:00:00.000Z,soft
275,R276,2021-08-26T00:00:00.000Z,hydrated
276,R277,2021-08-26T00:00:00.000Z,love
276,R277,2021-08-26T00:00:00.000Z,smell
276,R277,2021-08-26T00:00:00.000Z,deep
276,R277,2021-08-26T00:00:00.000Z,conditioner
276,R277,2021-08-26T00:00:00.000Z,hate
276,R277,2021-08-26T00:00:00.000Z,packaging
276,R277,2021-08-26T00:00:00.000Z,unfortunately
276,R277,2021-08-26T00:00:00.000Z,hair
276,R277,2021-08-26T00:00:00.000Z,masks
276,R277,2021-08-26T00:00:00.000Z,deep
276,R277,2021-08-26T00:00:00.000Z,conditioners
276,R277,2021-08-26T00:00:00.000Z,come
276,R277,2021-08-26T00:00:00.000Z,jar
276,R277,2021-08-26T00:00:00.000Z,instead
276,R277,2021-08-26T00:00:00.000Z,bottle
276,R277,2021-08-26T00:00:00.000Z,hair
276,R277,2021-08-26T00:00:00.000Z,soft
276,R277,2021-08-26T00:00:00.000Z,smooth
276,R277,2021-08-26T00:00:00.000Z,using
276,R277,2021-08-26T00:00:00.000Z,didnt
276,R277,2021-08-26T00:00:00.000Z,notice
276,R277,2021-08-26T00:00:00.000Z,repair
276,R277,2021-08-26T00:00:00.000Z,hair
277,R278,2021-08-26T00:00:00.000Z,seeing
277,R278,2021-08-26T00:00:00.000Z,lot
277,R278,2021-08-26T00:00:00.000Z,products
277,R278,2021-08-26T00:00:00.000Z,line
277,R278,2021-08-26T00:00:00.000Z,change
277,R278,2021-08-26T00:00:00.000Z,formula
277,R278,2021-08-26T00:00:00.000Z,dont
277,R278,2021-08-26T00:00:00.000Z,like
277,R278,2021-08-26T00:00:00.000Z,shampoo
277,R278,2021-08-26T00:00:00.000Z,conditioner
277,R278,2021-08-26T00:00:00.000Z,anymore
277,R278,2021-08-26T00:00:00.000Z,mask
277,R278,2021-08-26T00:00:00.000Z,still
277,R278,2021-08-26T00:00:00.000Z,really
277,R278,2021-08-26T00:00:00.000Z,good
277,R278,2021-08-26T00:00:00.000Z,still
277,R278,2021-08-26T00:00:00.000Z,better
277,R278,2021-08-26T00:00:00.000Z,competitor
277,R278,2021-08-26T00:00:00.000Z,mask
277,R278,2021-08-26T00:00:00.000Z,tried
278,R279,2021-08-26T00:00:00.000Z,love
278,R279,2021-08-26T00:00:00.000Z,silicones
278,R279,2021-08-26T00:00:00.000Z,product
278,R279,2021-08-26T00:00:00.000Z,smell
278,R279,2021-08-26T00:00:00.000Z,isnt
278,R279,2021-08-26T00:00:00.000Z,unbearable
278,R279,2021-08-26T00:00:00.000Z,either
278,R279,2021-08-26T00:00:00.000Z,prefer
278,R279,2021-08-26T00:00:00.000Z,hair
278,R279,2021-08-26T00:00:00.000Z,masks
278,R279,2021-08-26T00:00:00.000Z,ive
278,R279,2021-08-26T00:00:00.000Z,tried
279,R280,2021-08-26T00:00:00.000Z,read
279,R280,2021-08-26T00:00:00.000Z,great
279,R280,2021-08-26T00:00:00.000Z,reviews
279,R280,2021-08-26T00:00:00.000Z,excited
279,R280,2021-08-26T00:00:00.000Z,try
279,R280,2021-08-26T00:00:00.000Z,mask
279,R280,2021-08-26T00:00:00.000Z,really
279,R280,2021-08-26T00:00:00.000Z,regret
279,R280,2021-08-26T00:00:00.000Z,reading
279,R280,2021-08-26T00:00:00.000Z,star
279,R280,2021-08-26T00:00:00.000Z,reviews
279,R280,2021-08-26T00:00:00.000Z,hair
279,R280,2021-08-26T00:00:00.000Z,come
279,R280,2021-08-26T00:00:00.000Z,handfuls
279,R280,2021-08-26T00:00:00.000Z,bald
279,R280,2021-08-26T00:00:00.000Z,spots
279,R280,2021-08-26T00:00:00.000Z,terrible
279,R280,2021-08-26T00:00:00.000Z,mask
279,R280,2021-08-26T00:00:00.000Z,please
279,R280,2021-08-26T00:00:00.000Z,careful
280,R281,2021-08-13T00:00:00.000Z,hair
280,R281,2021-08-13T00:00:00.000Z,damaged
280,R281,2021-08-13T00:00:00.000Z,dry
280,R281,2021-08-13T00:00:00.000Z,dying
280,R281,2021-08-13T00:00:00.000Z,completely
280,R281,2021-08-13T00:00:00.000Z,helped
280,R281,2021-08-13T00:00:00.000Z,gain
280,R281,2021-08-13T00:00:00.000Z,life
280,R281,2021-08-13T00:00:00.000Z,hydration
280,R281,2021-08-13T00:00:00.000Z,texture
280,R281,2021-08-13T00:00:00.000Z,back
281,R282,2021-08-13T00:00:00.000Z,got
281,R282,2021-08-13T00:00:00.000Z,sample
281,R282,2021-08-13T00:00:00.000Z,sample
281,R282,2021-08-13T00:00:00.000Z,box
281,R282,2021-08-13T00:00:00.000Z,used
281,R282,2021-08-13T00:00:00.000Z,times
281,R282,2021-08-13T00:00:00.000Z,didnt
281,R282,2021-08-13T00:00:00.000Z,see
281,R282,2021-08-13T00:00:00.000Z,effects
281,R282,2021-08-13T00:00:00.000Z,hoping
281,R282,2021-08-13T00:00:00.000Z,didnt
281,R282,2021-08-13T00:00:00.000Z,seem
281,R282,2021-08-13T00:00:00.000Z,much
281,R282,2021-08-13T00:00:00.000Z,regular
281,R282,2021-08-13T00:00:00.000Z,conditioner
281,R282,2021-08-13T00:00:00.000Z,price
281,R282,2021-08-13T00:00:00.000Z,full
281,R282,2021-08-13T00:00:00.000Z,size
281,R282,2021-08-13T00:00:00.000Z,would
281,R282,2021-08-13T00:00:00.000Z,probably
281,R282,2021-08-13T00:00:00.000Z,buy
281,R282,2021-08-13T00:00:00.000Z,something
281,R282,2021-08-13T00:00:00.000Z,else
282,R283,2021-08-13T00:00:00.000Z,honestly
282,R283,2021-08-13T00:00:00.000Z,product
282,R283,2021-08-13T00:00:00.000Z,isnt
282,R283,2021-08-13T00:00:00.000Z,great
282,R283,2021-08-13T00:00:00.000Z,took
282,R283,2021-08-13T00:00:00.000Z,several
282,R283,2021-08-13T00:00:00.000Z,uses
282,R283,2021-08-13T00:00:00.000Z,noticed
282,R283,2021-08-13T00:00:00.000Z,small
282,R283,2021-08-13T00:00:00.000Z,difference
282,R283,2021-08-13T00:00:00.000Z,product
282,R283,2021-08-13T00:00:00.000Z,stinks
282,R283,2021-08-13T00:00:00.000Z,absolutely
282,R283,2021-08-13T00:00:00.000Z,hate
282,R283,2021-08-13T00:00:00.000Z,way
282,R283,2021-08-13T00:00:00.000Z,smells
282,R283,2021-08-13T00:00:00.000Z,also
282,R283,2021-08-13T00:00:00.000Z,found
282,R283,2021-08-13T00:00:00.000Z,quite
282,R283,2021-08-13T00:00:00.000Z,watery
282,R283,2021-08-13T00:00:00.000Z,ive
282,R283,2021-08-13T00:00:00.000Z,used
282,R283,2021-08-13T00:00:00.000Z,masks
282,R283,2021-08-13T00:00:00.000Z,worked
282,R283,2021-08-13T00:00:00.000Z,better
282,R283,2021-08-13T00:00:00.000Z,wont
282,R283,2021-08-13T00:00:00.000Z,likely
282,R283,2021-08-13T00:00:00.000Z,buy
282,R283,2021-08-13T00:00:00.000Z,another
282,R283,2021-08-13T00:00:00.000Z,one
283,R284,2021-08-13T00:00:00.000Z,dont
283,R284,2021-08-13T00:00:00.000Z,get
283,R284,2021-08-13T00:00:00.000Z,hype
283,R284,2021-08-13T00:00:00.000Z,product
283,R284,2021-08-13T00:00:00.000Z,really
283,R284,2021-08-13T00:00:00.000Z,dont
283,R284,2021-08-13T00:00:00.000Z,like
283,R284,2021-08-13T00:00:00.000Z,scent
283,R284,2021-08-13T00:00:00.000Z,first
283,R284,2021-08-13T00:00:00.000Z,honestly
283,R284,2021-08-13T00:00:00.000Z,smells
283,R284,2021-08-13T00:00:00.000Z,bad
283,R284,2021-08-13T00:00:00.000Z,also
283,R284,2021-08-13T00:00:00.000Z,dont
283,R284,2021-08-13T00:00:00.000Z,understand
283,R284,2021-08-13T00:00:00.000Z,people
283,R284,2021-08-13T00:00:00.000Z,use
283,R284,2021-08-13T00:00:00.000Z,says
283,R284,2021-08-13T00:00:00.000Z,leave
283,R284,2021-08-13T00:00:00.000Z,minutes
283,R284,2021-08-13T00:00:00.000Z,shampooing
283,R284,2021-08-13T00:00:00.000Z,dont
283,R284,2021-08-13T00:00:00.000Z,take
283,R284,2021-08-13T00:00:00.000Z,long
283,R284,2021-08-13T00:00:00.000Z,shower
283,R284,2021-08-13T00:00:00.000Z,use
283,R284,2021-08-13T00:00:00.000Z,usually
283,R284,2021-08-13T00:00:00.000Z,use
283,R284,2021-08-13T00:00:00.000Z,regular
283,R284,2021-08-13T00:00:00.000Z,conditioner
283,R284,2021-08-13T00:00:00.000Z,wash
283,R284,2021-08-13T00:00:00.000Z,minute
283,R284,2021-08-13T00:00:00.000Z,two
283,R284,2021-08-13T00:00:00.000Z,havent
283,R284,2021-08-13T00:00:00.000Z,noticed
283,R284,2021-08-13T00:00:00.000Z,difference
284,R285,2021-08-13T00:00:00.000Z,seriously
284,R285,2021-08-13T00:00:00.000Z,dont
284,R285,2021-08-13T00:00:00.000Z,despair
284,R285,2021-08-13T00:00:00.000Z,repair
284,R285,2021-08-13T00:00:00.000Z,hair
284,R285,2021-08-13T00:00:00.000Z,dry
284,R285,2021-08-13T00:00:00.000Z,damaged
284,R285,2021-08-13T00:00:00.000Z,brittle
284,R285,2021-08-13T00:00:00.000Z,hair
284,R285,2021-08-13T00:00:00.000Z,like
284,R285,2021-08-13T00:00:00.000Z,briogeo
284,R285,2021-08-13T00:00:00.000Z,dont
284,R285,2021-08-13T00:00:00.000Z,despair
284,R285,2021-08-13T00:00:00.000Z,repair
284,R285,2021-08-13T00:00:00.000Z,deep
284,R285,2021-08-13T00:00:00.000Z,conditioning
284,R285,2021-08-13T00:00:00.000Z,mask
284,R285,2021-08-13T00:00:00.000Z,must
284,R285,2021-08-13T00:00:00.000Z,stuff
284,R285,2021-08-13T00:00:00.000Z,amazing
284,R285,2021-08-13T00:00:00.000Z,leaves
284,R285,2021-08-13T00:00:00.000Z,hair
284,R285,2021-08-13T00:00:00.000Z,feeling
284,R285,2021-08-13T00:00:00.000Z,looking
284,R285,2021-08-13T00:00:00.000Z,much
284,R285,2021-08-13T00:00:00.000Z,healthier
284,R285,2021-08-13T00:00:00.000Z,shinier
284,R285,2021-08-13T00:00:00.000Z,smoother
284,R285,2021-08-13T00:00:00.000Z,product
285,R286,2021-08-13T00:00:00.000Z,love
285,R286,2021-08-13T00:00:00.000Z,smell
285,R286,2021-08-13T00:00:00.000Z,briogeo
285,R286,2021-08-13T00:00:00.000Z,products
285,R286,2021-08-13T00:00:00.000Z,exception
285,R286,2021-08-13T00:00:00.000Z,actually
285,R286,2021-08-13T00:00:00.000Z,used
285,R286,2021-08-13T00:00:00.000Z,conditioning
285,R286,2021-08-13T00:00:00.000Z,products
285,R286,2021-08-13T00:00:00.000Z,traveling
285,R286,2021-08-13T00:00:00.000Z,save
285,R286,2021-08-13T00:00:00.000Z,time
285,R286,2021-08-13T00:00:00.000Z,showers
285,R286,2021-08-13T00:00:00.000Z,actually
285,R286,2021-08-13T00:00:00.000Z,worked
285,R286,2021-08-13T00:00:00.000Z,would
285,R286,2021-08-13T00:00:00.000Z,buy
285,R286,2021-08-13T00:00:00.000Z,products
285,R286,2021-08-13T00:00:00.000Z,worth
286,R287,2021-08-13T00:00:00.000Z,nice
286,R287,2021-08-13T00:00:00.000Z,mask
286,R287,2021-08-13T00:00:00.000Z,fine
286,R287,2021-08-13T00:00:00.000Z,straight
286,R287,2021-08-13T00:00:00.000Z,hair
286,R287,2021-08-13T00:00:00.000Z,doesnt
286,R287,2021-08-13T00:00:00.000Z,weigh
286,R287,2021-08-13T00:00:00.000Z,hair
286,R287,2021-08-13T00:00:00.000Z,leaves
286,R287,2021-08-13T00:00:00.000Z,feeling
286,R287,2021-08-13T00:00:00.000Z,soft
287,R288,2021-08-13T00:00:00.000Z,high
287,R288,2021-08-13T00:00:00.000Z,porosity
287,R288,2021-08-13T00:00:00.000Z,hair
287,R288,2021-08-13T00:00:00.000Z,one
287,R288,2021-08-13T00:00:00.000Z,best
287,R288,2021-08-13T00:00:00.000Z,products
287,R288,2021-08-13T00:00:00.000Z,ever
287,R288,2021-08-13T00:00:00.000Z,used
287,R288,2021-08-13T00:00:00.000Z,smelled
287,R288,2021-08-13T00:00:00.000Z,amazing
287,R288,2021-08-13T00:00:00.000Z,put
287,R288,2021-08-13T00:00:00.000Z,hair
287,R288,2021-08-13T00:00:00.000Z,minutes
287,R288,2021-08-13T00:00:00.000Z,clean
287,R288,2021-08-13T00:00:00.000Z,shower
287,R288,2021-08-13T00:00:00.000Z,body
287,R288,2021-08-13T00:00:00.000Z,scrub
287,R288,2021-08-13T00:00:00.000Z,washy
287,R288,2021-08-13T00:00:00.000Z,body
287,R288,2021-08-13T00:00:00.000Z,anything
287,R288,2021-08-13T00:00:00.000Z,keep
287,R288,2021-08-13T00:00:00.000Z,product
287,R288,2021-08-13T00:00:00.000Z,hair
287,R288,2021-08-13T00:00:00.000Z,longer
287,R288,2021-08-13T00:00:00.000Z,since
287,R288,2021-08-13T00:00:00.000Z,little
287,R288,2021-08-13T00:00:00.000Z,pricey
288,R289,2021-08-13T00:00:00.000Z,brand
288,R289,2021-08-13T00:00:00.000Z,amazing
288,R289,2021-08-13T00:00:00.000Z,made
288,R289,2021-08-13T00:00:00.000Z,hair
288,R289,2021-08-13T00:00:00.000Z,feel
288,R289,2021-08-13T00:00:00.000Z,healthy
288,R289,2021-08-13T00:00:00.000Z,brought
288,R289,2021-08-13T00:00:00.000Z,back
288,R289,2021-08-13T00:00:00.000Z,shine
289,R290,2021-08-13T00:00:00.000Z,smells
289,R290,2021-08-13T00:00:00.000Z,nice
289,R290,2021-08-13T00:00:00.000Z,easy
289,R290,2021-08-13T00:00:00.000Z,work
289,R290,2021-08-13T00:00:00.000Z,made
289,R290,2021-08-13T00:00:00.000Z,hair
289,R290,2021-08-13T00:00:00.000Z,soft
289,R290,2021-08-13T00:00:00.000Z,shiny
289,R290,2021-08-13T00:00:00.000Z,softness
289,R290,2021-08-13T00:00:00.000Z,lasted
289,R290,2021-08-13T00:00:00.000Z,like
290,R291,2021-07-28T12:08:45.334Z,soft
290,R291,2021-07-28T12:08:45.334Z,fragile
290,R291,2021-07-28T12:08:45.334Z,curly
290,R291,2021-07-28T12:08:45.334Z,west
290,R291,2021-07-28T12:08:45.334Z,indian
290,R291,2021-07-28T12:08:45.334Z,american
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,visibly
290,R291,2021-07-28T12:08:45.334Z,dry
290,R291,2021-07-28T12:08:45.334Z,would
290,R291,2021-07-28T12:08:45.334Z,often
290,R291,2021-07-28T12:08:45.334Z,produce
290,R291,2021-07-28T12:08:45.334Z,split
290,R291,2021-07-28T12:08:45.334Z,ends
290,R291,2021-07-28T12:08:45.334Z,tangle
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,also
290,R291,2021-07-28T12:08:45.334Z,suffered
290,R291,2021-07-28T12:08:45.334Z,damage
290,R291,2021-07-28T12:08:45.334Z,effects
290,R291,2021-07-28T12:08:45.334Z,wigs
290,R291,2021-07-28T12:08:45.334Z,weaves
290,R291,2021-07-28T12:08:45.334Z,splitting
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,cuticle
290,R291,2021-07-28T12:08:45.334Z,significantly
290,R291,2021-07-28T12:08:45.334Z,thinning
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,significant
290,R291,2021-07-28T12:08:45.334Z,thin
290,R291,2021-07-28T12:08:45.334Z,patches
290,R291,2021-07-28T12:08:45.334Z,bald
290,R291,2021-07-28T12:08:45.334Z,spots
290,R291,2021-07-28T12:08:45.334Z,last
290,R291,2021-07-28T12:08:45.334Z,weave
290,R291,2021-07-28T12:08:45.334Z,install
290,R291,2021-07-28T12:08:45.334Z,time
290,R291,2021-07-28T12:08:45.334Z,took
290,R291,2021-07-28T12:08:45.334Z,better
290,R291,2021-07-28T12:08:45.334Z,care
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,despite
290,R291,2021-07-28T12:08:45.334Z,busy
290,R291,2021-07-28T12:08:45.334Z,schedule
290,R291,2021-07-28T12:08:45.334Z,cut
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,kept
290,R291,2021-07-28T12:08:45.334Z,ends
290,R291,2021-07-28T12:08:45.334Z,well
290,R291,2021-07-28T12:08:45.334Z,trimmed
290,R291,2021-07-28T12:08:45.334Z,schedule
290,R291,2021-07-28T12:08:45.334Z,nine
290,R291,2021-07-28T12:08:45.334Z,months
290,R291,2021-07-28T12:08:45.334Z,yrs
290,R291,2021-07-28T12:08:45.334Z,old
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,began
290,R291,2021-07-28T12:08:45.334Z,thicken
290,R291,2021-07-28T12:08:45.334Z,grow
290,R291,2021-07-28T12:08:45.334Z,back
290,R291,2021-07-28T12:08:45.334Z,dry
290,R291,2021-07-28T12:08:45.334Z,briogeo
290,R291,2021-07-28T12:08:45.334Z,package
290,R291,2021-07-28T12:08:45.334Z,quickly
290,R291,2021-07-28T12:08:45.334Z,addressed
290,R291,2021-07-28T12:08:45.334Z,dryness
290,R291,2021-07-28T12:08:45.334Z,first
290,R291,2021-07-28T12:08:45.334Z,treatment
290,R291,2021-07-28T12:08:45.334Z,deeply
290,R291,2021-07-28T12:08:45.334Z,moistures
290,R291,2021-07-28T12:08:45.334Z,elongating
290,R291,2021-07-28T12:08:45.334Z,effect
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,type
290,R291,2021-07-28T12:08:45.334Z,absolutely
290,R291,2021-07-28T12:08:45.334Z,love
290,R291,2021-07-28T12:08:45.334Z,oil
290,R291,2021-07-28T12:08:45.334Z,also
290,R291,2021-07-28T12:08:45.334Z,actually
290,R291,2021-07-28T12:08:45.334Z,penetrates
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,shaft
290,R291,2021-07-28T12:08:45.334Z,sit
290,R291,2021-07-28T12:08:45.334Z,hair
290,R291,2021-07-28T12:08:45.334Z,oil
290,R291,2021-07-28T12:08:45.334Z,life
290,R291,2021-07-28T12:08:45.334Z,effective
290,R291,2021-07-28T12:08:45.334Z,plus
290,R291,2021-07-28T12:08:45.334Z,love
290,R291,2021-07-28T12:08:45.334Z,fresh
290,R291,2021-07-28T12:08:45.334Z,light
290,R291,2021-07-28T12:08:45.334Z,clean
290,R291,2021-07-28T12:08:45.334Z,scent
290,R291,2021-07-28T12:08:45.334Z,products
290,R291,2021-07-28T12:08:45.334Z,dont
290,R291,2021-07-28T12:08:45.334Z,clash
290,R291,2021-07-28T12:08:45.334Z,interfere
290,R291,2021-07-28T12:08:45.334Z,refined
290,R291,2021-07-28T12:08:45.334Z,body
290,R291,2021-07-28T12:08:45.334Z,parfume
290,R291,2021-07-28T12:08:45.334Z,briogeo
290,R291,2021-07-28T12:08:45.334Z,also
290,R291,2021-07-28T12:08:45.334Z,good
290,R291,2021-07-28T12:08:45.334Z,prepping
