,Review_ID,Rating_Submit_Dt,Bigrams
0,R1,2022-05-26T12:58:00.430Z,im really
0,R1,2022-05-26T12:58:00.430Z,really confused
0,R1,2022-05-26T12:58:00.430Z,confused left
0,R1,2022-05-26T12:58:00.430Z,left least
0,R1,2022-05-26T12:58:00.430Z,least min
0,R1,2022-05-26T12:58:00.430Z,min shower
0,R1,2022-05-26T12:58:00.430Z,shower cap
0,R1,2022-05-26T12:58:00.430Z,cap towel
0,R1,2022-05-26T12:58:00.430Z,towel extra
0,R1,2022-05-26T12:58:00.430Z,extra heat
0,R1,2022-05-26T12:58:00.430Z,heat rinsed
0,R1,2022-05-26T12:58:00.430Z,rinsed surprised
0,R1,2022-05-26T12:58:00.430Z,surprised dry
0,R1,2022-05-26T12:58:00.430Z,dry stiff
0,R1,2022-05-26T12:58:00.430Z,stiff hair
0,R1,2022-05-26T12:58:00.430Z,hair felt
0,R1,2022-05-26T12:58:00.430Z,felt feel
0,R1,2022-05-26T12:58:00.430Z,feel moisturized
0,R1,2022-05-26T12:58:00.430Z,moisturized blow
0,R1,2022-05-26T12:58:00.430Z,blow dried
0,R1,2022-05-26T12:58:00.430Z,dried low
0,R1,2022-05-26T12:58:00.430Z,low setting
0,R1,2022-05-26T12:58:00.430Z,setting normally
0,R1,2022-05-26T12:58:00.430Z,normally applying
0,R1,2022-05-26T12:58:00.430Z,applying serum
0,R1,2022-05-26T12:58:00.430Z,serum smoother
0,R1,2022-05-26T12:58:00.430Z,smoother hair
0,R1,2022-05-26T12:58:00.430Z,hair puffy
0,R1,2022-05-26T12:58:00.430Z,puffy frizzy
0,R1,2022-05-26T12:58:00.430Z,frizzy decided
0,R1,2022-05-26T12:58:00.430Z,decided flat
0,R1,2022-05-26T12:58:00.430Z,flat iron
0,R1,2022-05-26T12:58:00.430Z,iron ended
0,R1,2022-05-26T12:58:00.430Z,ended passing
0,R1,2022-05-26T12:58:00.430Z,passing whole
0,R1,2022-05-26T12:58:00.430Z,whole head
0,R1,2022-05-26T12:58:00.430Z,head twice
0,R1,2022-05-26T12:58:00.430Z,twice pretty
0,R1,2022-05-26T12:58:00.430Z,pretty frizz
0,R1,2022-05-26T12:58:00.430Z,frizz free
0,R1,2022-05-26T12:58:00.430Z,free following
0,R1,2022-05-26T12:58:00.430Z,following oils
0,R1,2022-05-26T12:58:00.430Z,oils im
0,R1,2022-05-26T12:58:00.430Z,im sure
0,R1,2022-05-26T12:58:00.430Z,sure one
0,R1,2022-05-26T12:58:00.430Z,one expect
0,R1,2022-05-26T12:58:00.430Z,expect product
0,R1,2022-05-26T12:58:00.430Z,product typically
0,R1,2022-05-26T12:58:00.430Z,typically use
0,R1,2022-05-26T12:58:00.430Z,use strength
0,R1,2022-05-26T12:58:00.430Z,strength repair
0,R1,2022-05-26T12:58:00.430Z,repair mask
0,R1,2022-05-26T12:58:00.430Z,mask shea
0,R1,2022-05-26T12:58:00.430Z,shea moisture
0,R1,2022-05-26T12:58:00.430Z,moisture leaves
0,R1,2022-05-26T12:58:00.430Z,leaves soft
0,R1,2022-05-26T12:58:00.430Z,soft hydrated
0,R1,2022-05-26T12:58:00.430Z,hydrated impressed
0,R1,2022-05-26T12:58:00.430Z,impressed overall
0,R1,2022-05-26T12:58:00.430Z,overall missing
0,R1,2022-05-26T12:58:00.430Z,missing something
1,R2,2022-05-26T12:58:00.430Z,makes hair
1,R2,2022-05-26T12:58:00.430Z,hair feel
1,R2,2022-05-26T12:58:00.430Z,feel soft
1,R2,2022-05-26T12:58:00.430Z,soft love
2,R3,2022-05-26T12:58:00.430Z,dont see
2,R3,2022-05-26T12:58:00.430Z,see much
2,R3,2022-05-26T12:58:00.430Z,much difference
2,R3,2022-05-26T12:58:00.430Z,difference using
2,R3,2022-05-26T12:58:00.430Z,using product
2,R3,2022-05-26T12:58:00.430Z,product curls
2,R3,2022-05-26T12:58:00.430Z,curls used
2,R3,2022-05-26T12:58:00.430Z,used directed
2,R3,2022-05-26T12:58:00.430Z,directed texture
2,R3,2022-05-26T12:58:00.430Z,texture smell
2,R3,2022-05-26T12:58:00.430Z,smell mask
2,R3,2022-05-26T12:58:00.430Z,mask isnt
2,R3,2022-05-26T12:58:00.430Z,isnt anything
2,R3,2022-05-26T12:58:00.430Z,anything special
2,R3,2022-05-26T12:58:00.430Z,special feel
2,R3,2022-05-26T12:58:00.430Z,feel indulgent
2,R3,2022-05-26T12:58:00.430Z,indulgent like
2,R3,2022-05-26T12:58:00.430Z,like would
2,R3,2022-05-26T12:58:00.430Z,would expect
2,R3,2022-05-26T12:58:00.430Z,expect something
2,R3,2022-05-26T12:58:00.430Z,something price
2,R3,2022-05-26T12:58:00.430Z,price point
2,R3,2022-05-26T12:58:00.430Z,point ten
2,R3,2022-05-26T12:58:00.430Z,ten minutes
2,R3,2022-05-26T12:58:00.430Z,minutes also
2,R3,2022-05-26T12:58:00.430Z,also long
2,R3,2022-05-26T12:58:00.430Z,long time
2,R3,2022-05-26T12:58:00.430Z,time stand
2,R3,2022-05-26T12:58:00.430Z,stand around
2,R3,2022-05-26T12:58:00.430Z,around waiting
2,R3,2022-05-26T12:58:00.430Z,waiting shower
2,R3,2022-05-26T12:58:00.430Z,shower work
2,R3,2022-05-26T12:58:00.430Z,work like
2,R3,2022-05-26T12:58:00.430Z,like manuka
2,R3,2022-05-26T12:58:00.430Z,manuka honey
2,R3,2022-05-26T12:58:00.430Z,honey yogurt
2,R3,2022-05-26T12:58:00.430Z,yogurt hair
2,R3,2022-05-26T12:58:00.430Z,hair mask
2,R3,2022-05-26T12:58:00.430Z,mask shea
2,R3,2022-05-26T12:58:00.430Z,shea moisture
2,R3,2022-05-26T12:58:00.430Z,moisture much
2,R3,2022-05-26T12:58:00.430Z,much better
2,R3,2022-05-26T12:58:00.430Z,better cheaper
2,R3,2022-05-26T12:58:00.430Z,cheaper smells
2,R3,2022-05-26T12:58:00.430Z,smells better
2,R3,2022-05-26T12:58:00.430Z,better works
2,R3,2022-05-26T12:58:00.430Z,works within
2,R3,2022-05-26T12:58:00.430Z,within minutes
2,R3,2022-05-26T12:58:00.430Z,minutes regret
2,R3,2022-05-26T12:58:00.430Z,regret purchase
2,R3,2022-05-26T12:58:00.430Z,purchase expensive
2,R3,2022-05-26T12:58:00.430Z,expensive mean
2,R3,2022-05-26T12:58:00.430Z,mean better
3,R4,2022-05-26T12:58:00.430Z,horrible product
3,R4,2022-05-26T12:58:00.430Z,product didnt
3,R4,2022-05-26T12:58:00.430Z,didnt condition
3,R4,2022-05-26T12:58:00.430Z,condition made
3,R4,2022-05-26T12:58:00.430Z,made hair
3,R4,2022-05-26T12:58:00.430Z,hair tangled
3,R4,2022-05-26T12:58:00.430Z,tangled feel
3,R4,2022-05-26T12:58:00.430Z,feel like
3,R4,2022-05-26T12:58:00.430Z,like straw
3,R4,2022-05-26T12:58:00.430Z,straw save
3,R4,2022-05-26T12:58:00.430Z,save money
3,R4,2022-05-26T12:58:00.430Z,money ill
3,R4,2022-05-26T12:58:00.430Z,ill returning
3,R4,2022-05-26T12:58:00.430Z,returning asap
3,R4,2022-05-26T12:58:00.430Z,asap dont
3,R4,2022-05-26T12:58:00.430Z,dont see
3,R4,2022-05-26T12:58:00.430Z,see anyone
3,R4,2022-05-26T12:58:00.430Z,anyone like
3,R4,2022-05-26T12:58:00.430Z,like product
3,R4,2022-05-26T12:58:00.430Z,product thought
3,R4,2022-05-26T12:58:00.430Z,thought would
3,R4,2022-05-26T12:58:00.430Z,would live
3,R4,2022-05-26T12:58:00.430Z,live hype
3,R4,2022-05-26T12:58:00.430Z,hype reviews
3,R4,2022-05-26T12:58:00.430Z,reviews trying
3,R4,2022-05-26T12:58:00.430Z,trying im
3,R4,2022-05-26T12:58:00.430Z,im pretty
3,R4,2022-05-26T12:58:00.430Z,pretty sure
3,R4,2022-05-26T12:58:00.430Z,sure delete
3,R4,2022-05-26T12:58:00.430Z,delete bad
3,R4,2022-05-26T12:58:00.430Z,bad reviews
3,R4,2022-05-26T12:58:00.430Z,reviews make
3,R4,2022-05-26T12:58:00.430Z,make sure
3,R4,2022-05-26T12:58:00.430Z,sure bad
3,R4,2022-05-26T12:58:00.430Z,bad reviews
3,R4,2022-05-26T12:58:00.430Z,reviews get
3,R4,2022-05-26T12:58:00.430Z,get published
4,R5,2022-05-26T12:58:00.430Z,amazing genuinely
4,R5,2022-05-26T12:58:00.430Z,genuinely obsessed
4,R5,2022-05-26T12:58:00.430Z,obsessed everyone
4,R5,2022-05-26T12:58:00.430Z,everyone needs
4,R5,2022-05-26T12:58:00.430Z,needs good
4,R5,2022-05-26T12:58:00.430Z,good trust
4,R5,2022-05-26T12:58:00.430Z,trust one
5,R6,2022-05-26T12:58:00.430Z,leaves hair
5,R6,2022-05-26T12:58:00.430Z,hair soft
5,R6,2022-05-26T12:58:00.430Z,soft shiny
5,R6,2022-05-26T12:58:00.430Z,shiny minimal
5,R6,2022-05-26T12:58:00.430Z,minimal frizz
5,R6,2022-05-26T12:58:00.430Z,frizz waited
5,R6,2022-05-26T12:58:00.430Z,waited try
5,R6,2022-05-26T12:58:00.430Z,try im
5,R6,2022-05-26T12:58:00.430Z,im glad
5,R6,2022-05-26T12:58:00.430Z,glad finally
5,R6,2022-05-26T12:58:00.430Z,finally youre
5,R6,2022-05-26T12:58:00.430Z,youre debating
5,R6,2022-05-26T12:58:00.430Z,debating buy
6,R7,2022-05-26T12:58:00.430Z,really love
6,R7,2022-05-26T12:58:00.430Z,love products
6,R7,2022-05-26T12:58:00.430Z,products line
6,R7,2022-05-26T12:58:00.430Z,line especially
6,R7,2022-05-26T12:58:00.430Z,especially one
6,R7,2022-05-26T12:58:00.430Z,one wavy
6,R7,2022-05-26T12:58:00.430Z,wavy thick
6,R7,2022-05-26T12:58:00.430Z,thick frizzy
6,R7,2022-05-26T12:58:00.430Z,frizzy coarse
6,R7,2022-05-26T12:58:00.430Z,coarse hair
6,R7,2022-05-26T12:58:00.430Z,hair often
6,R7,2022-05-26T12:58:00.430Z,often times
6,R7,2022-05-26T12:58:00.430Z,times struggle
6,R7,2022-05-26T12:58:00.430Z,struggle make
6,R7,2022-05-26T12:58:00.430Z,make feel
6,R7,2022-05-26T12:58:00.430Z,feel soft
6,R7,2022-05-26T12:58:00.430Z,soft become
6,R7,2022-05-26T12:58:00.430Z,become really
6,R7,2022-05-26T12:58:00.430Z,really damaged
6,R7,2022-05-26T12:58:00.430Z,damaged heat
6,R7,2022-05-26T12:58:00.430Z,heat use
6,R7,2022-05-26T12:58:00.430Z,use skeptical
6,R7,2022-05-26T12:58:00.430Z,skeptical hype
6,R7,2022-05-26T12:58:00.430Z,hype get
6,R7,2022-05-26T12:58:00.430Z,get hair
6,R7,2022-05-26T12:58:00.430Z,hair feel
6,R7,2022-05-26T12:58:00.430Z,feel overall
6,R7,2022-05-26T12:58:00.430Z,overall much
6,R7,2022-05-26T12:58:00.430Z,much healthy
6,R7,2022-05-26T12:58:00.430Z,healthy shinny
6,R7,2022-05-26T12:58:00.430Z,shinny use
6,R7,2022-05-26T12:58:00.430Z,use week
6,R7,2022-05-26T12:58:00.430Z,week follow
6,R7,2022-05-26T12:58:00.430Z,follow condition
6,R7,2022-05-26T12:58:00.430Z,condition line
7,R8,2022-05-26T12:58:00.430Z,didnt really
7,R8,2022-05-26T12:58:00.430Z,really give
7,R8,2022-05-26T12:58:00.430Z,give hair
7,R8,2022-05-26T12:58:00.430Z,hair slip
7,R8,2022-05-26T12:58:00.430Z,slip expect
7,R8,2022-05-26T12:58:00.430Z,expect good
7,R8,2022-05-26T12:58:00.430Z,good deep
7,R8,2022-05-26T12:58:00.430Z,deep conditioner
7,R8,2022-05-26T12:58:00.430Z,conditioner hair
7,R8,2022-05-26T12:58:00.430Z,hair felt
7,R8,2022-05-26T12:58:00.430Z,felt softer
7,R8,2022-05-26T12:58:00.430Z,softer use
7,R8,2022-05-26T12:58:00.430Z,use didnt
7,R8,2022-05-26T12:58:00.430Z,didnt make
7,R8,2022-05-26T12:58:00.430Z,make big
7,R8,2022-05-26T12:58:00.430Z,big difference
8,R9,2022-05-26T12:58:00.430Z,heard mask
8,R9,2022-05-26T12:58:00.430Z,mask several
8,R9,2022-05-26T12:58:00.430Z,several favorite
8,R9,2022-05-26T12:58:00.430Z,favorite curly
8,R9,2022-05-26T12:58:00.430Z,curly girl
8,R9,2022-05-26T12:58:00.430Z,girl bloggers
8,R9,2022-05-26T12:58:00.430Z,bloggers try
8,R9,2022-05-26T12:58:00.430Z,try disappoint
8,R9,2022-05-26T12:58:00.430Z,disappoint trail
8,R9,2022-05-26T12:58:00.430Z,trail size
8,R9,2022-05-26T12:58:00.430Z,size lasted
8,R9,2022-05-26T12:58:00.430Z,lasted wash
8,R9,2022-05-26T12:58:00.430Z,wash days
8,R9,2022-05-26T12:58:00.430Z,days get
8,R9,2022-05-26T12:58:00.430Z,get full
8,R9,2022-05-26T12:58:00.430Z,full size
8,R9,2022-05-26T12:58:00.430Z,size transitioning
8,R9,2022-05-26T12:58:00.430Z,transitioning hair
8,R9,2022-05-26T12:58:00.430Z,hair smells
8,R9,2022-05-26T12:58:00.430Z,smells great
8,R9,2022-05-26T12:58:00.430Z,great left
8,R9,2022-05-26T12:58:00.430Z,left hair
8,R9,2022-05-26T12:58:00.430Z,hair shiny
8,R9,2022-05-26T12:58:00.430Z,shiny moisturized
9,R10,2022-05-26T12:58:00.430Z,literally dried
9,R10,2022-05-26T12:58:00.430Z,dried hair
9,R10,2022-05-26T12:58:00.430Z,hair hair
9,R10,2022-05-26T12:58:00.430Z,hair tangled
9,R10,2022-05-26T12:58:00.430Z,tangled crispy
9,R10,2022-05-26T12:58:00.430Z,crispy plain
9,R10,2022-05-26T12:58:00.430Z,plain god
9,R10,2022-05-26T12:58:00.430Z,god awful
10,R11,2022-05-14T22:28:38.604Z,didnt condition
10,R11,2022-05-14T22:28:38.604Z,condition hair
10,R11,2022-05-14T22:28:38.604Z,hair shower
10,R11,2022-05-14T22:28:38.604Z,shower let
10,R11,2022-05-14T22:28:38.604Z,let alone
10,R11,2022-05-14T22:28:38.604Z,alone afterwards
11,R12,2022-05-14T22:28:38.604Z,product left
11,R12,2022-05-14T22:28:38.604Z,left hair
11,R12,2022-05-14T22:28:38.604Z,hair tangled
11,R12,2022-05-14T22:28:38.604Z,tangled dry
11,R12,2022-05-14T22:28:38.604Z,dry like
11,R12,2022-05-14T22:28:38.604Z,like straw
11,R12,2022-05-14T22:28:38.604Z,straw conditioning
11,R12,2022-05-14T22:28:38.604Z,conditioning hair
11,R12,2022-05-14T22:28:38.604Z,hair mess
11,R12,2022-05-14T22:28:38.604Z,mess dont
11,R12,2022-05-14T22:28:38.604Z,dont see
11,R12,2022-05-14T22:28:38.604Z,see good
11,R12,2022-05-14T22:28:38.604Z,good reviews
11,R12,2022-05-14T22:28:38.604Z,reviews save
11,R12,2022-05-14T22:28:38.604Z,save money
11,R12,2022-05-14T22:28:38.604Z,money seriously
11,R12,2022-05-14T22:28:38.604Z,seriously took
11,R12,2022-05-14T22:28:38.604Z,took forever
11,R12,2022-05-14T22:28:38.604Z,forever get
11,R12,2022-05-14T22:28:38.604Z,get hair
11,R12,2022-05-14T22:28:38.604Z,hair back
11,R12,2022-05-14T22:28:38.604Z,back normal
12,R13,2022-05-14T22:28:38.604Z,made hair
12,R13,2022-05-14T22:28:38.604Z,hair daughters
12,R13,2022-05-14T22:28:38.604Z,daughters ha
12,R13,2022-05-14T22:28:38.604Z,ha tangled
12,R13,2022-05-14T22:28:38.604Z,tangled stiff
12,R13,2022-05-14T22:28:38.604Z,stiff dry
13,R14,2022-05-14T22:28:38.604Z,love lot
13,R14,2022-05-14T22:28:38.604Z,lot makes
13,R14,2022-05-14T22:28:38.604Z,makes hair
13,R14,2022-05-14T22:28:38.604Z,hair feel
13,R14,2022-05-14T22:28:38.604Z,feel soft
13,R14,2022-05-14T22:28:38.604Z,soft hydrated
13,R14,2022-05-14T22:28:38.604Z,hydrated even
13,R14,2022-05-14T22:28:38.604Z,even though
13,R14,2022-05-14T22:28:38.604Z,though bleached
13,R14,2022-05-14T22:28:38.604Z,bleached hair
14,R15,2022-05-14T22:28:38.604Z,ive used
14,R15,2022-05-14T22:28:38.604Z,used one
14,R15,2022-05-14T22:28:38.604Z,one time
14,R15,2022-05-14T22:28:38.604Z,time far
14,R15,2022-05-14T22:28:38.604Z,far saw
14,R15,2022-05-14T22:28:38.604Z,saw felt
14,R15,2022-05-14T22:28:38.604Z,felt difference
14,R15,2022-05-14T22:28:38.604Z,difference right
14,R15,2022-05-14T22:28:38.604Z,right away
14,R15,2022-05-14T22:28:38.604Z,away ive
14,R15,2022-05-14T22:28:38.604Z,ive used
14,R15,2022-05-14T22:28:38.604Z,used many
14,R15,2022-05-14T22:28:38.604Z,many different
14,R15,2022-05-14T22:28:38.604Z,different hair
14,R15,2022-05-14T22:28:38.604Z,hair masks
14,R15,2022-05-14T22:28:38.604Z,masks deff
14,R15,2022-05-14T22:28:38.604Z,deff one
14,R15,2022-05-14T22:28:38.604Z,one favorites
14,R15,2022-05-14T22:28:38.604Z,favorites better
14,R15,2022-05-14T22:28:38.604Z,better olaplex
15,R16,2022-05-14T22:28:38.604Z,didnt see
15,R16,2022-05-14T22:28:38.604Z,see difference
15,R16,2022-05-14T22:28:38.604Z,difference using
16,R17,2022-05-14T22:28:38.604Z,purchased oz
16,R17,2022-05-14T22:28:38.604Z,oz container
16,R17,2022-05-14T22:28:38.604Z,container briogeo
16,R17,2022-05-14T22:28:38.604Z,briogeo dont
16,R17,2022-05-14T22:28:38.604Z,dont despair
16,R17,2022-05-14T22:28:38.604Z,despair repair
16,R17,2022-05-14T22:28:38.604Z,repair deep
16,R17,2022-05-14T22:28:38.604Z,deep conditioning
16,R17,2022-05-14T22:28:38.604Z,conditioning mask
16,R17,2022-05-14T22:28:38.604Z,mask product
16,R17,2022-05-14T22:28:38.604Z,product use
16,R17,2022-05-14T22:28:38.604Z,use shampooing
16,R17,2022-05-14T22:28:38.604Z,shampooing rub
16,R17,2022-05-14T22:28:38.604Z,rub let
16,R17,2022-05-14T22:28:38.604Z,let ten
16,R17,2022-05-14T22:28:38.604Z,ten minutes
16,R17,2022-05-14T22:28:38.604Z,minutes rinse
16,R17,2022-05-14T22:28:38.604Z,rinse away
16,R17,2022-05-14T22:28:38.604Z,away soft
16,R17,2022-05-14T22:28:38.604Z,soft lovely
16,R17,2022-05-14T22:28:38.604Z,lovely hair
16,R17,2022-05-14T22:28:38.604Z,hair smell
16,R17,2022-05-14T22:28:38.604Z,smell could
16,R17,2022-05-14T22:28:38.604Z,could use
16,R17,2022-05-14T22:28:38.604Z,use improvement
16,R17,2022-05-14T22:28:38.604Z,improvement didnt
16,R17,2022-05-14T22:28:38.604Z,didnt care
16,R17,2022-05-14T22:28:38.604Z,care part
16,R17,2022-05-14T22:28:38.604Z,part product
16,R17,2022-05-14T22:28:38.604Z,product works
16,R17,2022-05-14T22:28:38.604Z,works well
16,R17,2022-05-14T22:28:38.604Z,well get
17,R18,2022-05-14T22:28:38.604Z,good hair
17,R18,2022-05-14T22:28:38.604Z,hair mask
17,R18,2022-05-14T22:28:38.604Z,mask leaves
17,R18,2022-05-14T22:28:38.604Z,leaves soft
17,R18,2022-05-14T22:28:38.604Z,soft shiny
17,R18,2022-05-14T22:28:38.604Z,shiny first
17,R18,2022-05-14T22:28:38.604Z,first scent
17,R18,2022-05-14T22:28:38.604Z,scent mild
17,R18,2022-05-14T22:28:38.604Z,mild overwhelming
17,R18,2022-05-14T22:28:38.604Z,overwhelming reason
17,R18,2022-05-14T22:28:38.604Z,reason doesnt
17,R18,2022-05-14T22:28:38.604Z,doesnt reach
17,R18,2022-05-14T22:28:38.604Z,reach stars
17,R18,2022-05-14T22:28:38.604Z,stars application
17,R18,2022-05-14T22:28:38.604Z,application time
17,R18,2022-05-14T22:28:38.604Z,time minutes
17,R18,2022-05-14T22:28:38.604Z,minutes applying
17,R18,2022-05-14T22:28:38.604Z,applying shampoo
17,R18,2022-05-14T22:28:38.604Z,shampoo seems
17,R18,2022-05-14T22:28:38.604Z,seems much
17,R18,2022-05-14T22:28:38.604Z,much conditioner
17,R18,2022-05-14T22:28:38.604Z,conditioner also
17,R18,2022-05-14T22:28:38.604Z,also think
17,R18,2022-05-14T22:28:38.604Z,think better
17,R18,2022-05-14T22:28:38.604Z,better masks
17,R18,2022-05-14T22:28:38.604Z,masks market
18,R19,2022-05-14T22:28:38.604Z,absolutely need
18,R19,2022-05-14T22:28:38.604Z,need bit
18,R19,2022-05-14T22:28:38.604Z,bit pricier
18,R19,2022-05-14T22:28:38.604Z,pricier side
18,R19,2022-05-14T22:28:38.604Z,side honestly
18,R19,2022-05-14T22:28:38.604Z,honestly absolutely
18,R19,2022-05-14T22:28:38.604Z,absolutely worth
18,R19,2022-05-14T22:28:38.604Z,worth cant
18,R19,2022-05-14T22:28:38.604Z,cant imagine
18,R19,2022-05-14T22:28:38.604Z,imagine stocked
19,R20,2022-05-14T22:28:38.604Z,honestly feel
19,R20,2022-05-14T22:28:38.604Z,feel like
19,R20,2022-05-14T22:28:38.604Z,like dried
19,R20,2022-05-14T22:28:38.604Z,dried hair
19,R20,2022-05-14T22:28:38.604Z,hair really
19,R20,2022-05-14T22:28:38.604Z,really long
19,R20,2022-05-14T22:28:38.604Z,long healthy
19,R20,2022-05-14T22:28:38.604Z,healthy hair
19,R20,2022-05-14T22:28:38.604Z,hair nothing
19,R20,2022-05-14T22:28:38.604Z,nothing even
19,R20,2022-05-14T22:28:38.604Z,even used
19,R20,2022-05-14T22:28:38.604Z,used felt
19,R20,2022-05-14T22:28:38.604Z,felt made
19,R20,2022-05-14T22:28:38.604Z,made hair
19,R20,2022-05-14T22:28:38.604Z,hair hard
19,R20,2022-05-14T22:28:38.604Z,hard untangle
19,R20,2022-05-14T22:28:38.604Z,untangle wouldnt
19,R20,2022-05-14T22:28:38.604Z,wouldnt buy
20,R21,2022-04-11T23:10:31.257Z,love shampoo
20,R21,2022-04-11T23:10:31.257Z,shampoo conditioner
20,R21,2022-04-11T23:10:31.257Z,conditioner line
20,R21,2022-04-11T23:10:31.257Z,line however
20,R21,2022-04-11T23:10:31.257Z,however mask
20,R21,2022-04-11T23:10:31.257Z,mask makes
20,R21,2022-04-11T23:10:31.257Z,makes hair
20,R21,2022-04-11T23:10:31.257Z,hair feel
20,R21,2022-04-11T23:10:31.257Z,feel like
20,R21,2022-04-11T23:10:31.257Z,like straw
20,R21,2022-04-11T23:10:31.257Z,straw use
21,R22,2022-04-11T23:10:31.257Z,old regular
21,R22,2022-04-11T23:10:31.257Z,regular conditioner
21,R22,2022-04-11T23:10:31.257Z,conditioner expecting
21,R22,2022-04-11T23:10:31.257Z,expecting super
21,R22,2022-04-11T23:10:31.257Z,super silky
21,R22,2022-04-11T23:10:31.257Z,silky detangled
21,R22,2022-04-11T23:10:31.257Z,detangled nothing
21,R22,2022-04-11T23:10:31.257Z,nothing ordinary
21,R22,2022-04-11T23:10:31.257Z,ordinary smell
21,R22,2022-04-11T23:10:31.257Z,smell like
21,R22,2022-04-11T23:10:31.257Z,like old
21,R22,2022-04-11T23:10:31.257Z,old lady
21,R22,2022-04-11T23:10:31.257Z,lady product
22,R23,2022-04-11T23:10:31.257Z,absolutely love
22,R23,2022-04-11T23:10:31.257Z,love product
22,R23,2022-04-11T23:10:31.257Z,product light
22,R23,2022-04-11T23:10:31.257Z,light hair
22,R23,2022-04-11T23:10:31.257Z,hair weight
22,R23,2022-04-11T23:10:31.257Z,weight leaves
22,R23,2022-04-11T23:10:31.257Z,leaves hair
22,R23,2022-04-11T23:10:31.257Z,hair silky
22,R23,2022-04-11T23:10:31.257Z,silky fresh
23,R24,2022-04-11T23:10:31.257Z,really wish
23,R24,2022-04-11T23:10:31.257Z,wish could
23,R24,2022-04-11T23:10:31.257Z,could return
23,R24,2022-04-11T23:10:31.257Z,return products
23,R24,2022-04-11T23:10:31.257Z,products made
23,R24,2022-04-11T23:10:31.257Z,made hair
23,R24,2022-04-11T23:10:31.257Z,hair dry
23,R24,2022-04-11T23:10:31.257Z,dry really
23,R24,2022-04-11T23:10:31.257Z,really expecting
23,R24,2022-04-11T23:10:31.257Z,expecting better
23,R24,2022-04-11T23:10:31.257Z,better product
23,R24,2022-04-11T23:10:31.257Z,product considering
23,R24,2022-04-11T23:10:31.257Z,considering cost
24,R25,2022-04-11T23:10:31.257Z,im traumatized
24,R25,2022-04-11T23:10:31.257Z,traumatized one
24,R25,2022-04-11T23:10:31.257Z,one use
24,R25,2022-04-11T23:10:31.257Z,use long
24,R25,2022-04-11T23:10:31.257Z,long curly
24,R25,2022-04-11T23:10:31.257Z,curly hair
24,R25,2022-04-11T23:10:31.257Z,hair brush
24,R25,2022-04-11T23:10:31.257Z,brush shower
24,R25,2022-04-11T23:10:31.257Z,shower believe
24,R25,2022-04-11T23:10:31.257Z,believe long
24,R25,2022-04-11T23:10:31.257Z,long took
24,R25,2022-04-11T23:10:31.257Z,took comb
24,R25,2022-04-11T23:10:31.257Z,comb tangles
24,R25,2022-04-11T23:10:31.257Z,tangles product
24,R25,2022-04-11T23:10:31.257Z,product hair
24,R25,2022-04-11T23:10:31.257Z,hair zero
24,R25,2022-04-11T23:10:31.257Z,zero slip
24,R25,2022-04-11T23:10:31.257Z,slip bad
24,R25,2022-04-11T23:10:31.257Z,bad im
24,R25,2022-04-11T23:10:31.257Z,im willing
24,R25,2022-04-11T23:10:31.257Z,willing give
24,R25,2022-04-11T23:10:31.257Z,give another
24,R25,2022-04-11T23:10:31.257Z,another try
25,R26,2022-04-11T23:10:31.257Z,best deep
25,R26,2022-04-11T23:10:31.257Z,deep conditioning
25,R26,2022-04-11T23:10:31.257Z,conditioning mask
25,R26,2022-04-11T23:10:31.257Z,mask replenish
25,R26,2022-04-11T23:10:31.257Z,replenish moisture
25,R26,2022-04-11T23:10:31.257Z,moisture hair
25,R26,2022-04-11T23:10:31.257Z,hair color
25,R26,2022-04-11T23:10:31.257Z,color treated
25,R26,2022-04-11T23:10:31.257Z,treated hair
25,R26,2022-04-11T23:10:31.257Z,hair helps
25,R26,2022-04-11T23:10:31.257Z,helps keep
25,R26,2022-04-11T23:10:31.257Z,keep healthy
25,R26,2022-04-11T23:10:31.257Z,healthy feeling
25,R26,2022-04-11T23:10:31.257Z,feeling soft
25,R26,2022-04-11T23:10:31.257Z,soft bit
25,R26,2022-04-11T23:10:31.257Z,bit expensive
25,R26,2022-04-11T23:10:31.257Z,expensive full
25,R26,2022-04-11T23:10:31.257Z,full size
25,R26,2022-04-11T23:10:31.257Z,size bottle
25,R26,2022-04-11T23:10:31.257Z,bottle little
25,R26,2022-04-11T23:10:31.257Z,little goes
25,R26,2022-04-11T23:10:31.257Z,goes long
25,R26,2022-04-11T23:10:31.257Z,long way
25,R26,2022-04-11T23:10:31.257Z,way last
25,R26,2022-04-11T23:10:31.257Z,last long
25,R26,2022-04-11T23:10:31.257Z,long time
26,R27,2022-04-11T23:10:31.257Z,favorite didnt
26,R27,2022-04-11T23:10:31.257Z,didnt really
26,R27,2022-04-11T23:10:31.257Z,really much
26,R27,2022-04-11T23:10:31.257Z,much hair
26,R27,2022-04-11T23:10:31.257Z,hair sadly
26,R27,2022-04-11T23:10:31.257Z,sadly use
26,R27,2022-04-11T23:10:31.257Z,use times
26,R27,2022-04-11T23:10:31.257Z,times used
26,R27,2022-04-11T23:10:31.257Z,used almost
26,R27,2022-04-11T23:10:31.257Z,almost whole
26,R27,2022-04-11T23:10:31.257Z,whole thing
26,R27,2022-04-11T23:10:31.257Z,thing wont
26,R27,2022-04-11T23:10:31.257Z,wont repurchase
