,Review_ID,Rating_Submit_Dt,Trigrams
0,R1,2022-05-26T12:58:00.430Z,im really confused
0,R1,2022-05-26T12:58:00.430Z,really confused left
0,R1,2022-05-26T12:58:00.430Z,confused left least
0,R1,2022-05-26T12:58:00.430Z,left least min
0,R1,2022-05-26T12:58:00.430Z,least min shower
0,R1,2022-05-26T12:58:00.430Z,min shower cap
0,R1,2022-05-26T12:58:00.430Z,shower cap towel
0,R1,2022-05-26T12:58:00.430Z,cap towel extra
0,R1,2022-05-26T12:58:00.430Z,towel extra heat
0,R1,2022-05-26T12:58:00.430Z,extra heat rinsed
0,R1,2022-05-26T12:58:00.430Z,heat rinsed surprised
0,R1,2022-05-26T12:58:00.430Z,rinsed surprised dry
0,R1,2022-05-26T12:58:00.430Z,surprised dry stiff
0,R1,2022-05-26T12:58:00.430Z,dry stiff hair
0,R1,2022-05-26T12:58:00.430Z,stiff hair felt
0,R1,2022-05-26T12:58:00.430Z,hair felt feel
0,R1,2022-05-26T12:58:00.430Z,felt feel moisturized
0,R1,2022-05-26T12:58:00.430Z,feel moisturized blow
0,R1,2022-05-26T12:58:00.430Z,moisturized blow dried
0,R1,2022-05-26T12:58:00.430Z,blow dried low
0,R1,2022-05-26T12:58:00.430Z,dried low setting
0,R1,2022-05-26T12:58:00.430Z,low setting normally
0,R1,2022-05-26T12:58:00.430Z,setting normally applying
0,R1,2022-05-26T12:58:00.430Z,normally applying serum
0,R1,2022-05-26T12:58:00.430Z,applying serum smoother
0,R1,2022-05-26T12:58:00.430Z,serum smoother hair
0,R1,2022-05-26T12:58:00.430Z,smoother hair puffy
0,R1,2022-05-26T12:58:00.430Z,hair puffy frizzy
0,R1,2022-05-26T12:58:00.430Z,puffy frizzy decided
0,R1,2022-05-26T12:58:00.430Z,frizzy decided flat
0,R1,2022-05-26T12:58:00.430Z,decided flat iron
0,R1,2022-05-26T12:58:00.430Z,flat iron ended
0,R1,2022-05-26T12:58:00.430Z,iron ended passing
0,R1,2022-05-26T12:58:00.430Z,ended passing whole
0,R1,2022-05-26T12:58:00.430Z,passing whole head
0,R1,2022-05-26T12:58:00.430Z,whole head twice
0,R1,2022-05-26T12:58:00.430Z,head twice pretty
0,R1,2022-05-26T12:58:00.430Z,twice pretty frizz
0,R1,2022-05-26T12:58:00.430Z,pretty frizz free
0,R1,2022-05-26T12:58:00.430Z,frizz free following
0,R1,2022-05-26T12:58:00.430Z,free following oils
0,R1,2022-05-26T12:58:00.430Z,following oils im
0,R1,2022-05-26T12:58:00.430Z,oils im sure
0,R1,2022-05-26T12:58:00.430Z,im sure one
0,R1,2022-05-26T12:58:00.430Z,sure one expect
0,R1,2022-05-26T12:58:00.430Z,one expect product
0,R1,2022-05-26T12:58:00.430Z,expect product typically
0,R1,2022-05-26T12:58:00.430Z,product typically use
0,R1,2022-05-26T12:58:00.430Z,typically use strength
0,R1,2022-05-26T12:58:00.430Z,use strength repair
0,R1,2022-05-26T12:58:00.430Z,strength repair mask
0,R1,2022-05-26T12:58:00.430Z,repair mask shea
0,R1,2022-05-26T12:58:00.430Z,mask shea moisture
0,R1,2022-05-26T12:58:00.430Z,shea moisture leaves
0,R1,2022-05-26T12:58:00.430Z,moisture leaves soft
0,R1,2022-05-26T12:58:00.430Z,leaves soft hydrated
0,R1,2022-05-26T12:58:00.430Z,soft hydrated impressed
0,R1,2022-05-26T12:58:00.430Z,hydrated impressed overall
0,R1,2022-05-26T12:58:00.430Z,impressed overall missing
0,R1,2022-05-26T12:58:00.430Z,overall missing something
1,R2,2022-05-26T12:58:00.430Z,makes hair feel
1,R2,2022-05-26T12:58:00.430Z,hair feel soft
1,R2,2022-05-26T12:58:00.430Z,feel soft love
2,R3,2022-05-26T12:58:00.430Z,dont see much
2,R3,2022-05-26T12:58:00.430Z,see much difference
2,R3,2022-05-26T12:58:00.430Z,much difference using
2,R3,2022-05-26T12:58:00.430Z,difference using product
2,R3,2022-05-26T12:58:00.430Z,using product curls
2,R3,2022-05-26T12:58:00.430Z,product curls used
2,R3,2022-05-26T12:58:00.430Z,curls used directed
2,R3,2022-05-26T12:58:00.430Z,used directed texture
2,R3,2022-05-26T12:58:00.430Z,directed texture smell
2,R3,2022-05-26T12:58:00.430Z,texture smell mask
2,R3,2022-05-26T12:58:00.430Z,smell mask isnt
2,R3,2022-05-26T12:58:00.430Z,mask isnt anything
2,R3,2022-05-26T12:58:00.430Z,isnt anything special
2,R3,2022-05-26T12:58:00.430Z,anything special feel
2,R3,2022-05-26T12:58:00.430Z,special feel indulgent
2,R3,2022-05-26T12:58:00.430Z,feel indulgent like
2,R3,2022-05-26T12:58:00.430Z,indulgent like would
2,R3,2022-05-26T12:58:00.430Z,like would expect
2,R3,2022-05-26T12:58:00.430Z,would expect something
2,R3,2022-05-26T12:58:00.430Z,expect something price
2,R3,2022-05-26T12:58:00.430Z,something price point
2,R3,2022-05-26T12:58:00.430Z,price point ten
2,R3,2022-05-26T12:58:00.430Z,point ten minutes
2,R3,2022-05-26T12:58:00.430Z,ten minutes also
2,R3,2022-05-26T12:58:00.430Z,minutes also long
2,R3,2022-05-26T12:58:00.430Z,also long time
2,R3,2022-05-26T12:58:00.430Z,long time stand
2,R3,2022-05-26T12:58:00.430Z,time stand around
2,R3,2022-05-26T12:58:00.430Z,stand around waiting
2,R3,2022-05-26T12:58:00.430Z,around waiting shower
2,R3,2022-05-26T12:58:00.430Z,waiting shower work
2,R3,2022-05-26T12:58:00.430Z,shower work like
2,R3,2022-05-26T12:58:00.430Z,work like manuka
2,R3,2022-05-26T12:58:00.430Z,like manuka honey
2,R3,2022-05-26T12:58:00.430Z,manuka honey yogurt
2,R3,2022-05-26T12:58:00.430Z,honey yogurt hair
2,R3,2022-05-26T12:58:00.430Z,yogurt hair mask
2,R3,2022-05-26T12:58:00.430Z,hair mask shea
2,R3,2022-05-26T12:58:00.430Z,mask shea moisture
2,R3,2022-05-26T12:58:00.430Z,shea moisture much
2,R3,2022-05-26T12:58:00.430Z,moisture much better
2,R3,2022-05-26T12:58:00.430Z,much better cheaper
2,R3,2022-05-26T12:58:00.430Z,better cheaper smells
2,R3,2022-05-26T12:58:00.430Z,cheaper smells better
2,R3,2022-05-26T12:58:00.430Z,smells better works
2,R3,2022-05-26T12:58:00.430Z,better works within
2,R3,2022-05-26T12:58:00.430Z,works within minutes
2,R3,2022-05-26T12:58:00.430Z,within minutes regret
2,R3,2022-05-26T12:58:00.430Z,minutes regret purchase
2,R3,2022-05-26T12:58:00.430Z,regret purchase expensive
2,R3,2022-05-26T12:58:00.430Z,purchase expensive mean
2,R3,2022-05-26T12:58:00.430Z,expensive mean better
3,R4,2022-05-26T12:58:00.430Z,horrible product didnt
3,R4,2022-05-26T12:58:00.430Z,product didnt condition
3,R4,2022-05-26T12:58:00.430Z,didnt condition made
3,R4,2022-05-26T12:58:00.430Z,condition made hair
3,R4,2022-05-26T12:58:00.430Z,made hair tangled
3,R4,2022-05-26T12:58:00.430Z,hair tangled feel
3,R4,2022-05-26T12:58:00.430Z,tangled feel like
3,R4,2022-05-26T12:58:00.430Z,feel like straw
3,R4,2022-05-26T12:58:00.430Z,like straw save
3,R4,2022-05-26T12:58:00.430Z,straw save money
3,R4,2022-05-26T12:58:00.430Z,save money ill
3,R4,2022-05-26T12:58:00.430Z,money ill returning
3,R4,2022-05-26T12:58:00.430Z,ill returning asap
3,R4,2022-05-26T12:58:00.430Z,returning asap dont
3,R4,2022-05-26T12:58:00.430Z,asap dont see
3,R4,2022-05-26T12:58:00.430Z,dont see anyone
3,R4,2022-05-26T12:58:00.430Z,see anyone like
3,R4,2022-05-26T12:58:00.430Z,anyone like product
3,R4,2022-05-26T12:58:00.430Z,like product thought
3,R4,2022-05-26T12:58:00.430Z,product thought would
3,R4,2022-05-26T12:58:00.430Z,thought would live
3,R4,2022-05-26T12:58:00.430Z,would live hype
3,R4,2022-05-26T12:58:00.430Z,live hype reviews
3,R4,2022-05-26T12:58:00.430Z,hype reviews trying
3,R4,2022-05-26T12:58:00.430Z,reviews trying im
3,R4,2022-05-26T12:58:00.430Z,trying im pretty
3,R4,2022-05-26T12:58:00.430Z,im pretty sure
3,R4,2022-05-26T12:58:00.430Z,pretty sure delete
3,R4,2022-05-26T12:58:00.430Z,sure delete bad
3,R4,2022-05-26T12:58:00.430Z,delete bad reviews
3,R4,2022-05-26T12:58:00.430Z,bad reviews make
3,R4,2022-05-26T12:58:00.430Z,reviews make sure
3,R4,2022-05-26T12:58:00.430Z,make sure bad
3,R4,2022-05-26T12:58:00.430Z,sure bad reviews
3,R4,2022-05-26T12:58:00.430Z,bad reviews get
3,R4,2022-05-26T12:58:00.430Z,reviews get published
4,R5,2022-05-26T12:58:00.430Z,amazing genuinely obsessed
4,R5,2022-05-26T12:58:00.430Z,genuinely obsessed everyone
4,R5,2022-05-26T12:58:00.430Z,obsessed everyone needs
4,R5,2022-05-26T12:58:00.430Z,everyone needs good
4,R5,2022-05-26T12:58:00.430Z,needs good trust
4,R5,2022-05-26T12:58:00.430Z,good trust one
5,R6,2022-05-26T12:58:00.430Z,leaves hair soft
5,R6,2022-05-26T12:58:00.430Z,hair soft shiny
5,R6,2022-05-26T12:58:00.430Z,soft shiny minimal
5,R6,2022-05-26T12:58:00.430Z,shiny minimal frizz
5,R6,2022-05-26T12:58:00.430Z,minimal frizz waited
5,R6,2022-05-26T12:58:00.430Z,frizz waited try
5,R6,2022-05-26T12:58:00.430Z,waited try im
5,R6,2022-05-26T12:58:00.430Z,try im glad
5,R6,2022-05-26T12:58:00.430Z,im glad finally
5,R6,2022-05-26T12:58:00.430Z,glad finally youre
5,R6,2022-05-26T12:58:00.430Z,finally youre debating
5,R6,2022-05-26T12:58:00.430Z,youre debating buy
6,R7,2022-05-26T12:58:00.430Z,really love products
6,R7,2022-05-26T12:58:00.430Z,love products line
6,R7,2022-05-26T12:58:00.430Z,products line especially
6,R7,2022-05-26T12:58:00.430Z,line especially one
6,R7,2022-05-26T12:58:00.430Z,especially one wavy
6,R7,2022-05-26T12:58:00.430Z,one wavy thick
6,R7,2022-05-26T12:58:00.430Z,wavy thick frizzy
6,R7,2022-05-26T12:58:00.430Z,thick frizzy coarse
6,R7,2022-05-26T12:58:00.430Z,frizzy coarse hair
6,R7,2022-05-26T12:58:00.430Z,coarse hair often
6,R7,2022-05-26T12:58:00.430Z,hair often times
6,R7,2022-05-26T12:58:00.430Z,often times struggle
6,R7,2022-05-26T12:58:00.430Z,times struggle make
6,R7,2022-05-26T12:58:00.430Z,struggle make feel
6,R7,2022-05-26T12:58:00.430Z,make feel soft
6,R7,2022-05-26T12:58:00.430Z,feel soft become
6,R7,2022-05-26T12:58:00.430Z,soft become really
6,R7,2022-05-26T12:58:00.430Z,become really damaged
6,R7,2022-05-26T12:58:00.430Z,really damaged heat
6,R7,2022-05-26T12:58:00.430Z,damaged heat use
6,R7,2022-05-26T12:58:00.430Z,heat use skeptical
6,R7,2022-05-26T12:58:00.430Z,use skeptical hype
6,R7,2022-05-26T12:58:00.430Z,skeptical hype get
6,R7,2022-05-26T12:58:00.430Z,hype get hair
6,R7,2022-05-26T12:58:00.430Z,get hair feel
6,R7,2022-05-26T12:58:00.430Z,hair feel overall
6,R7,2022-05-26T12:58:00.430Z,feel overall much
6,R7,2022-05-26T12:58:00.430Z,overall much healthy
6,R7,2022-05-26T12:58:00.430Z,much healthy shinny
6,R7,2022-05-26T12:58:00.430Z,healthy shinny use
6,R7,2022-05-26T12:58:00.430Z,shinny use week
6,R7,2022-05-26T12:58:00.430Z,use week follow
6,R7,2022-05-26T12:58:00.430Z,week follow condition
6,R7,2022-05-26T12:58:00.430Z,follow condition line
7,R8,2022-05-26T12:58:00.430Z,didnt really give
7,R8,2022-05-26T12:58:00.430Z,really give hair
7,R8,2022-05-26T12:58:00.430Z,give hair slip
7,R8,2022-05-26T12:58:00.430Z,hair slip expect
7,R8,2022-05-26T12:58:00.430Z,slip expect good
7,R8,2022-05-26T12:58:00.430Z,expect good deep
7,R8,2022-05-26T12:58:00.430Z,good deep conditioner
7,R8,2022-05-26T12:58:00.430Z,deep conditioner hair
7,R8,2022-05-26T12:58:00.430Z,conditioner hair felt
7,R8,2022-05-26T12:58:00.430Z,hair felt softer
7,R8,2022-05-26T12:58:00.430Z,felt softer use
7,R8,2022-05-26T12:58:00.430Z,softer use didnt
7,R8,2022-05-26T12:58:00.430Z,use didnt make
7,R8,2022-05-26T12:58:00.430Z,didnt make big
7,R8,2022-05-26T12:58:00.430Z,make big difference
8,R9,2022-05-26T12:58:00.430Z,heard mask several
8,R9,2022-05-26T12:58:00.430Z,mask several favorite
8,R9,2022-05-26T12:58:00.430Z,several favorite curly
8,R9,2022-05-26T12:58:00.430Z,favorite curly girl
8,R9,2022-05-26T12:58:00.430Z,curly girl bloggers
8,R9,2022-05-26T12:58:00.430Z,girl bloggers try
8,R9,2022-05-26T12:58:00.430Z,bloggers try disappoint
8,R9,2022-05-26T12:58:00.430Z,try disappoint trail
8,R9,2022-05-26T12:58:00.430Z,disappoint trail size
8,R9,2022-05-26T12:58:00.430Z,trail size lasted
8,R9,2022-05-26T12:58:00.430Z,size lasted wash
8,R9,2022-05-26T12:58:00.430Z,lasted wash days
8,R9,2022-05-26T12:58:00.430Z,wash days get
8,R9,2022-05-26T12:58:00.430Z,days get full
8,R9,2022-05-26T12:58:00.430Z,get full size
8,R9,2022-05-26T12:58:00.430Z,full size transitioning
8,R9,2022-05-26T12:58:00.430Z,size transitioning hair
8,R9,2022-05-26T12:58:00.430Z,transitioning hair smells
8,R9,2022-05-26T12:58:00.430Z,hair smells great
8,R9,2022-05-26T12:58:00.430Z,smells great left
8,R9,2022-05-26T12:58:00.430Z,great left hair
8,R9,2022-05-26T12:58:00.430Z,left hair shiny
8,R9,2022-05-26T12:58:00.430Z,hair shiny moisturized
9,R10,2022-05-26T12:58:00.430Z,literally dried hair
9,R10,2022-05-26T12:58:00.430Z,dried hair hair
9,R10,2022-05-26T12:58:00.430Z,hair hair tangled
9,R10,2022-05-26T12:58:00.430Z,hair tangled crispy
9,R10,2022-05-26T12:58:00.430Z,tangled crispy plain
9,R10,2022-05-26T12:58:00.430Z,crispy plain god
9,R10,2022-05-26T12:58:00.430Z,plain god awful
10,R11,2022-05-14T22:28:38.604Z,didnt condition hair
10,R11,2022-05-14T22:28:38.604Z,condition hair shower
10,R11,2022-05-14T22:28:38.604Z,hair shower let
10,R11,2022-05-14T22:28:38.604Z,shower let alone
10,R11,2022-05-14T22:28:38.604Z,let alone afterwards
11,R12,2022-05-14T22:28:38.604Z,product left hair
11,R12,2022-05-14T22:28:38.604Z,left hair tangled
11,R12,2022-05-14T22:28:38.604Z,hair tangled dry
11,R12,2022-05-14T22:28:38.604Z,tangled dry like
11,R12,2022-05-14T22:28:38.604Z,dry like straw
11,R12,2022-05-14T22:28:38.604Z,like straw conditioning
11,R12,2022-05-14T22:28:38.604Z,straw conditioning hair
11,R12,2022-05-14T22:28:38.604Z,conditioning hair mess
11,R12,2022-05-14T22:28:38.604Z,hair mess dont
11,R12,2022-05-14T22:28:38.604Z,mess dont see
11,R12,2022-05-14T22:28:38.604Z,dont see good
11,R12,2022-05-14T22:28:38.604Z,see good reviews
11,R12,2022-05-14T22:28:38.604Z,good reviews save
11,R12,2022-05-14T22:28:38.604Z,reviews save money
11,R12,2022-05-14T22:28:38.604Z,save money seriously
11,R12,2022-05-14T22:28:38.604Z,money seriously took
11,R12,2022-05-14T22:28:38.604Z,seriously took forever
11,R12,2022-05-14T22:28:38.604Z,took forever get
11,R12,2022-05-14T22:28:38.604Z,forever get hair
11,R12,2022-05-14T22:28:38.604Z,get hair back
11,R12,2022-05-14T22:28:38.604Z,hair back normal
12,R13,2022-05-14T22:28:38.604Z,made hair daughters
12,R13,2022-05-14T22:28:38.604Z,hair daughters ha
12,R13,2022-05-14T22:28:38.604Z,daughters ha tangled
12,R13,2022-05-14T22:28:38.604Z,ha tangled stiff
12,R13,2022-05-14T22:28:38.604Z,tangled stiff dry
13,R14,2022-05-14T22:28:38.604Z,love lot makes
13,R14,2022-05-14T22:28:38.604Z,lot makes hair
13,R14,2022-05-14T22:28:38.604Z,makes hair feel
13,R14,2022-05-14T22:28:38.604Z,hair feel soft
13,R14,2022-05-14T22:28:38.604Z,feel soft hydrated
13,R14,2022-05-14T22:28:38.604Z,soft hydrated even
13,R14,2022-05-14T22:28:38.604Z,hydrated even though
13,R14,2022-05-14T22:28:38.604Z,even though bleached
13,R14,2022-05-14T22:28:38.604Z,though bleached hair
14,R15,2022-05-14T22:28:38.604Z,ive used one
14,R15,2022-05-14T22:28:38.604Z,used one time
14,R15,2022-05-14T22:28:38.604Z,one time far
14,R15,2022-05-14T22:28:38.604Z,time far saw
14,R15,2022-05-14T22:28:38.604Z,far saw felt
14,R15,2022-05-14T22:28:38.604Z,saw felt difference
14,R15,2022-05-14T22:28:38.604Z,felt difference right
14,R15,2022-05-14T22:28:38.604Z,difference right away
14,R15,2022-05-14T22:28:38.604Z,right away ive
14,R15,2022-05-14T22:28:38.604Z,away ive used
14,R15,2022-05-14T22:28:38.604Z,ive used many
14,R15,2022-05-14T22:28:38.604Z,used many different
14,R15,2022-05-14T22:28:38.604Z,many different hair
14,R15,2022-05-14T22:28:38.604Z,different hair masks
14,R15,2022-05-14T22:28:38.604Z,hair masks deff
14,R15,2022-05-14T22:28:38.604Z,masks deff one
14,R15,2022-05-14T22:28:38.604Z,deff one favorites
14,R15,2022-05-14T22:28:38.604Z,one favorites better
14,R15,2022-05-14T22:28:38.604Z,favorites better olaplex
15,R16,2022-05-14T22:28:38.604Z,didnt see difference
15,R16,2022-05-14T22:28:38.604Z,see difference using
16,R17,2022-05-14T22:28:38.604Z,purchased oz container
16,R17,2022-05-14T22:28:38.604Z,oz container briogeo
16,R17,2022-05-14T22:28:38.604Z,container briogeo dont
16,R17,2022-05-14T22:28:38.604Z,briogeo dont despair
16,R17,2022-05-14T22:28:38.604Z,dont despair repair
16,R17,2022-05-14T22:28:38.604Z,despair repair deep
16,R17,2022-05-14T22:28:38.604Z,repair deep conditioning
16,R17,2022-05-14T22:28:38.604Z,deep conditioning mask
16,R17,2022-05-14T22:28:38.604Z,conditioning mask product
16,R17,2022-05-14T22:28:38.604Z,mask product use
16,R17,2022-05-14T22:28:38.604Z,product use shampooing
16,R17,2022-05-14T22:28:38.604Z,use shampooing rub
16,R17,2022-05-14T22:28:38.604Z,shampooing rub let
16,R17,2022-05-14T22:28:38.604Z,rub let ten
16,R17,2022-05-14T22:28:38.604Z,let ten minutes
16,R17,2022-05-14T22:28:38.604Z,ten minutes rinse
16,R17,2022-05-14T22:28:38.604Z,minutes rinse away
16,R17,2022-05-14T22:28:38.604Z,rinse away soft
16,R17,2022-05-14T22:28:38.604Z,away soft lovely
16,R17,2022-05-14T22:28:38.604Z,soft lovely hair
16,R17,2022-05-14T22:28:38.604Z,lovely hair smell
16,R17,2022-05-14T22:28:38.604Z,hair smell could
16,R17,2022-05-14T22:28:38.604Z,smell could use
16,R17,2022-05-14T22:28:38.604Z,could use improvement
16,R17,2022-05-14T22:28:38.604Z,use improvement didnt
16,R17,2022-05-14T22:28:38.604Z,improvement didnt care
16,R17,2022-05-14T22:28:38.604Z,didnt care part
16,R17,2022-05-14T22:28:38.604Z,care part product
16,R17,2022-05-14T22:28:38.604Z,part product works
16,R17,2022-05-14T22:28:38.604Z,product works well
16,R17,2022-05-14T22:28:38.604Z,works well get
17,R18,2022-05-14T22:28:38.604Z,good hair mask
17,R18,2022-05-14T22:28:38.604Z,hair mask leaves
17,R18,2022-05-14T22:28:38.604Z,mask leaves soft
17,R18,2022-05-14T22:28:38.604Z,leaves soft shiny
17,R18,2022-05-14T22:28:38.604Z,soft shiny first
17,R18,2022-05-14T22:28:38.604Z,shiny first scent
17,R18,2022-05-14T22:28:38.604Z,first scent mild
17,R18,2022-05-14T22:28:38.604Z,scent mild overwhelming
17,R18,2022-05-14T22:28:38.604Z,mild overwhelming reason
17,R18,2022-05-14T22:28:38.604Z,overwhelming reason doesnt
17,R18,2022-05-14T22:28:38.604Z,reason doesnt reach
17,R18,2022-05-14T22:28:38.604Z,doesnt reach stars
17,R18,2022-05-14T22:28:38.604Z,reach stars application
17,R18,2022-05-14T22:28:38.604Z,stars application time
17,R18,2022-05-14T22:28:38.604Z,application time minutes
17,R18,2022-05-14T22:28:38.604Z,time minutes applying
17,R18,2022-05-14T22:28:38.604Z,minutes applying shampoo
17,R18,2022-05-14T22:28:38.604Z,applying shampoo seems
17,R18,2022-05-14T22:28:38.604Z,shampoo seems much
17,R18,2022-05-14T22:28:38.604Z,seems much conditioner
17,R18,2022-05-14T22:28:38.604Z,much conditioner also
17,R18,2022-05-14T22:28:38.604Z,conditioner also think
17,R18,2022-05-14T22:28:38.604Z,also think better
17,R18,2022-05-14T22:28:38.604Z,think better masks
17,R18,2022-05-14T22:28:38.604Z,better masks market
18,R19,2022-05-14T22:28:38.604Z,absolutely need bit
18,R19,2022-05-14T22:28:38.604Z,need bit pricier
18,R19,2022-05-14T22:28:38.604Z,bit pricier side
18,R19,2022-05-14T22:28:38.604Z,pricier side honestly
18,R19,2022-05-14T22:28:38.604Z,side honestly absolutely
18,R19,2022-05-14T22:28:38.604Z,honestly absolutely worth
18,R19,2022-05-14T22:28:38.604Z,absolutely worth cant
18,R19,2022-05-14T22:28:38.604Z,worth cant imagine
18,R19,2022-05-14T22:28:38.604Z,cant imagine stocked
19,R20,2022-05-14T22:28:38.604Z,honestly feel like
19,R20,2022-05-14T22:28:38.604Z,feel like dried
19,R20,2022-05-14T22:28:38.604Z,like dried hair
19,R20,2022-05-14T22:28:38.604Z,dried hair really
19,R20,2022-05-14T22:28:38.604Z,hair really long
19,R20,2022-05-14T22:28:38.604Z,really long healthy
19,R20,2022-05-14T22:28:38.604Z,long healthy hair
19,R20,2022-05-14T22:28:38.604Z,healthy hair nothing
19,R20,2022-05-14T22:28:38.604Z,hair nothing even
19,R20,2022-05-14T22:28:38.604Z,nothing even used
19,R20,2022-05-14T22:28:38.604Z,even used felt
19,R20,2022-05-14T22:28:38.604Z,used felt made
19,R20,2022-05-14T22:28:38.604Z,felt made hair
19,R20,2022-05-14T22:28:38.604Z,made hair hard
19,R20,2022-05-14T22:28:38.604Z,hair hard untangle
19,R20,2022-05-14T22:28:38.604Z,hard untangle wouldnt
19,R20,2022-05-14T22:28:38.604Z,untangle wouldnt buy
20,R21,2022-04-11T23:10:31.257Z,love shampoo conditioner
20,R21,2022-04-11T23:10:31.257Z,shampoo conditioner line
20,R21,2022-04-11T23:10:31.257Z,conditioner line however
20,R21,2022-04-11T23:10:31.257Z,line however mask
20,R21,2022-04-11T23:10:31.257Z,however mask makes
20,R21,2022-04-11T23:10:31.257Z,mask makes hair
20,R21,2022-04-11T23:10:31.257Z,makes hair feel
20,R21,2022-04-11T23:10:31.257Z,hair feel like
20,R21,2022-04-11T23:10:31.257Z,feel like straw
20,R21,2022-04-11T23:10:31.257Z,like straw use
21,R22,2022-04-11T23:10:31.257Z,old regular conditioner
21,R22,2022-04-11T23:10:31.257Z,regular conditioner expecting
21,R22,2022-04-11T23:10:31.257Z,conditioner expecting super
21,R22,2022-04-11T23:10:31.257Z,expecting super silky
21,R22,2022-04-11T23:10:31.257Z,super silky detangled
21,R22,2022-04-11T23:10:31.257Z,silky detangled nothing
21,R22,2022-04-11T23:10:31.257Z,detangled nothing ordinary
21,R22,2022-04-11T23:10:31.257Z,nothing ordinary smell
21,R22,2022-04-11T23:10:31.257Z,ordinary smell like
21,R22,2022-04-11T23:10:31.257Z,smell like old
21,R22,2022-04-11T23:10:31.257Z,like old lady
21,R22,2022-04-11T23:10:31.257Z,old lady product
22,R23,2022-04-11T23:10:31.257Z,absolutely love product
22,R23,2022-04-11T23:10:31.257Z,love product light
22,R23,2022-04-11T23:10:31.257Z,product light hair
22,R23,2022-04-11T23:10:31.257Z,light hair weight
22,R23,2022-04-11T23:10:31.257Z,hair weight leaves
22,R23,2022-04-11T23:10:31.257Z,weight leaves hair
22,R23,2022-04-11T23:10:31.257Z,leaves hair silky
22,R23,2022-04-11T23:10:31.257Z,hair silky fresh
23,R24,2022-04-11T23:10:31.257Z,really wish could
23,R24,2022-04-11T23:10:31.257Z,wish could return
23,R24,2022-04-11T23:10:31.257Z,could return products
23,R24,2022-04-11T23:10:31.257Z,return products made
23,R24,2022-04-11T23:10:31.257Z,products made hair
23,R24,2022-04-11T23:10:31.257Z,made hair dry
23,R24,2022-04-11T23:10:31.257Z,hair dry really
23,R24,2022-04-11T23:10:31.257Z,dry really expecting
23,R24,2022-04-11T23:10:31.257Z,really expecting better
23,R24,2022-04-11T23:10:31.257Z,expecting better product
23,R24,2022-04-11T23:10:31.257Z,better product considering
23,R24,2022-04-11T23:10:31.257Z,product considering cost
24,R25,2022-04-11T23:10:31.257Z,im traumatized one
24,R25,2022-04-11T23:10:31.257Z,traumatized one use
24,R25,2022-04-11T23:10:31.257Z,one use long
24,R25,2022-04-11T23:10:31.257Z,use long curly
24,R25,2022-04-11T23:10:31.257Z,long curly hair
24,R25,2022-04-11T23:10:31.257Z,curly hair brush
24,R25,2022-04-11T23:10:31.257Z,hair brush shower
24,R25,2022-04-11T23:10:31.257Z,brush shower believe
24,R25,2022-04-11T23:10:31.257Z,shower believe long
24,R25,2022-04-11T23:10:31.257Z,believe long took
24,R25,2022-04-11T23:10:31.257Z,long took comb
24,R25,2022-04-11T23:10:31.257Z,took comb tangles
24,R25,2022-04-11T23:10:31.257Z,comb tangles product
24,R25,2022-04-11T23:10:31.257Z,tangles product hair
24,R25,2022-04-11T23:10:31.257Z,product hair zero
24,R25,2022-04-11T23:10:31.257Z,hair zero slip
24,R25,2022-04-11T23:10:31.257Z,zero slip bad
24,R25,2022-04-11T23:10:31.257Z,slip bad im
24,R25,2022-04-11T23:10:31.257Z,bad im willing
24,R25,2022-04-11T23:10:31.257Z,im willing give
24,R25,2022-04-11T23:10:31.257Z,willing give another
24,R25,2022-04-11T23:10:31.257Z,give another try
25,R26,2022-04-11T23:10:31.257Z,best deep conditioning
25,R26,2022-04-11T23:10:31.257Z,deep conditioning mask
25,R26,2022-04-11T23:10:31.257Z,conditioning mask replenish
25,R26,2022-04-11T23:10:31.257Z,mask replenish moisture
25,R26,2022-04-11T23:10:31.257Z,replenish moisture hair
25,R26,2022-04-11T23:10:31.257Z,moisture hair color
25,R26,2022-04-11T23:10:31.257Z,hair color treated
25,R26,2022-04-11T23:10:31.257Z,color treated hair
25,R26,2022-04-11T23:10:31.257Z,treated hair helps
25,R26,2022-04-11T23:10:31.257Z,hair helps keep
25,R26,2022-04-11T23:10:31.257Z,helps keep healthy
25,R26,2022-04-11T23:10:31.257Z,keep healthy feeling
25,R26,2022-04-11T23:10:31.257Z,healthy feeling soft
25,R26,2022-04-11T23:10:31.257Z,feeling soft bit
25,R26,2022-04-11T23:10:31.257Z,soft bit expensive
25,R26,2022-04-11T23:10:31.257Z,bit expensive full
25,R26,2022-04-11T23:10:31.257Z,expensive full size
25,R26,2022-04-11T23:10:31.257Z,full size bottle
25,R26,2022-04-11T23:10:31.257Z,size bottle little
25,R26,2022-04-11T23:10:31.257Z,bottle little goes
25,R26,2022-04-11T23:10:31.257Z,little goes long
25,R26,2022-04-11T23:10:31.257Z,goes long way
25,R26,2022-04-11T23:10:31.257Z,long way last
25,R26,2022-04-11T23:10:31.257Z,way last long
25,R26,2022-04-11T23:10:31.257Z,last long time
26,R27,2022-04-11T23:10:31.257Z,favorite didnt really
26,R27,2022-04-11T23:10:31.257Z,didnt really much
26,R27,2022-04-11T23:10:31.257Z,really much hair
26,R27,2022-04-11T23:10:31.257Z,much hair sadly
